"notes","label"
"Box has minor damage, game is pristine, only played once.Will ship only to EuropePick up in Amsterdam possible.Cash payment when a pickup is arranged is possible.","0"
"Zustand / Condition:teils gepppelt und bespielt / partly punchedEine Seite der Packung ist ausgebleicht / one side of package is sunbleached","0"
"Rarely playedSome shelf wear, no visible wear on cards etc.","0"
"Listed as very good due to minimal wear on the outside of the box. Game board and pieces are pristine. Buyer pays shipping and I will send what every way you instruct me to. Will not upcharge to make a profit on shipping, strictly a pass thru. Contact me at Aaroncv101073@gmail.com and I will send pics also I don't get notifactions that I have messages here so email is best.. Thanks!!","0"
"Unpunched. Cards have been unpackaged to make sure they are all there and they are. The box has some fading from being in the sun. The usual amount of minor shelf wear from a game like this. I do not believe there is any caving of the box.","0"
"Comments: To see other titles that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/geekmarket/user/Paladin82Y . Note that I am not a store but just a gamer like you (although one that lost his mind and purchased waaaay too many games over the years). I have tried to accurately describe my offerings from a gamer's perspective. If you are a collector or re-seller and need more details, just let me know.Condition Notes: Smoke-free home.Still in shrinkwrap.Edition Notes: English.Shipping Notes:I am willing to meet you at one of the many local Game Nights close to Waukee, IA (see https://www.boardgamegeek.com/guild/1365) to make the exchange in person which would reduce your shipping cost to $0.00.  Otherwise--Yes, I will gladly combine orders to reduce your per-item shipping costs. (To see other items to add to your order see http://www.boardgamegeek.com/geekmarket/user/Paladin82Y).When placing an order, please provide a contact phone number--this is ONLY in case there are shipping issues--I am NOT planning to call you. Also, please provide a direct/external (non-BGG) email address.Finally, if at all possible, please provide a business (rather than a residential) shipping address and let me know that the address you are providing is a business address (this may expedite delivery).Payment Notes:**Note that the listed offered price includes a small discount for a cash (cash, money order, Amazon Gift Card, western union) payment.  I cannot include the discount for payments made via Paypal.[i]US buyers:[/i]When placing the order, let me know if you would like to purchase the optional insurance offered by the shipping company. I cannot remember ever having any material problems, but theoretically there is some risk. If the receiver (you) does NOT request (and does NOT pay extra for) insurance (decision is totally up to you) then the receiver (you) agrees to assume responsibility for lost or damaged packages. I know that this paragraph sounds scary, but my lawyer makes me include this -- again, this is probably a non-issue -- I have never had a package that I shipped go missing and think that I have had two people mention extremely minor blemishes incurred during shipping in the last 600 BGG items that I have shipped.See the [i]Info from Seller[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i]Info from Seller[/i] Section below for more critically important details on shipping and payment options.","0"
"1996 Avalon Hill. Punched, complete.  The box has moderate to heavy wear, one split lid corner, and one corner ding, but everything inside is in very good condition.","0"
"Condition: very good, box shows shelfwear and it's age, game iself never played, counters still unpunched","0"
"Played once, top condition.Paypal@Friends or SEPA. Shipping 6 in germany, 16  to the rest of europe. Or personal trade in Mnster.","0"
"This is a great copy of Age of Renaissance.  Some counters are still unpunched and the original promotional inserts are included as well.  However, the red/maroon player ""Turn Order"" counter has somehow gone missing.  This would not impact gameplay as one of the numerous other red/maroon counters could be substituted.Buyer to pay actual shipping costs from Central Virginia, Zip Code 23140I accept PayPal  for payments.  Thanks!","0"
"Preferred payment with IBAN or PayPal.Send me a message about the shipping costs.","0"
"+ shipping :-)","0"
"Minor damage to outer box (warped and one split corner).  Game board, all cards, and paper money present and in excellent condition.  All six player colors have all their cardboard tokens in excellent condition - no missing pieces.  Pieces also include three total Shortage/Surplus markers.  Rules and pad of player logs included, in excellent condition.  All six player mats are present and in good condition.  Also includes four home-printed (in color) map additions that can be used to alter the board (see photos for details).Player pieces included for each color: 25 round tokens, 36 square tokens, 12 commodity tokens, 1 ship marker, 1 turn marker, 1 misery track marker.Buyer to pay actual shipping cost (and cost of insurance, if desired) from California, USA.  I can estimate this cost for you if given the destination location.  Default shipping method is USPS with tracking number; can also ship via UPS or FedEx if requested.","0"
"Box lid has a split but contents in good condition.","0"
"Played only once. Some underlines in rule book.","0"
"New in shrinkwrap, Avalon Hill version.  Plus shipping.","0"
"Some shelfwear on the box. Game is missing two counters, which is easily compensated fir during play by using the extra german/french turn and misery counters. Components otherwise in very good condition.","0"
"Never played. New and unpunched.","0"
"Shipping will be $21.90 via USPS flat-rate boardgames box.","0"
"Unpunched, just opened.","0"
"Opened, pieces bagged, unplayed. Buyer pays shipping.","0"
"Never used, cardboard still unpunched.  box shows a little wear from being moved around a couple times in 25 years.Buyer pays shipping fees, will use pirate ship for best possible price.","0"
"Will sell to UK only","0"
"Unpunched","0"
"In box 197.","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta! AGE OF RENAISSANCE: $98.99Avalon Hill [AH AOR]* see 6 pictures with this listing.SHIPPINGContinental U.S. - $15.95International (Including AK & HI) - TBD","0"
"Top condition. Corresponding General with examples of play can also be delivered for 10,-Thick premium sleeves for 3,- per 50 pieces. 200 needed.","0"
"Avalon Hill English edition.Still in shrink wrap, new condition.AIRMAIL takes about 14 working days:To EU/US: 45 USD, To ASIA: 35 USDSURFACE-MAIL takes about 60 to 90 days:To EU/US: 25 USD, To ASIA: 20 USDYou may combine items to save shipping fees!10kg to EU/US by AIRMAIL: 100 USD10kg to ASIA by AIRMAIL: 70 USD20kg to EU/US by AIRMAIL: 160 USD20kg to ASIA by AIRMAIL: 100 USDIF you have any questions, just send me a mail.","0"
"I thought that two cards were missing: NOTHING IS MISSING.I have sorted, counted and checked cards and the tiles are:36 + 25 + 12 + 2 + 1, for each player.+ 2 extra tiles.Everything is sorted in fresh bags... squares + circles + small tiles... in their own bags.","0"
"Includes extra counters and improved resource counters, gently played, price sticker on the box.  I would rate this copy very good plus.","0"
"played once (careful handling),the insert has been changed (please ask for pictures if you are interested)","0"
"Comments:The 1988 version with a copy of the 3.0 rules and printouts of various forms from appendix of the Mega-Supremacy Commander-in-Chief rule book.Condition Notes:This copy has been played several times and the box has quite a bit of shelfwear and a blown out corner.Shipping Notes:You are welcome to come to Community Game Night (see http://www.boardgamegeek.com/thread/127654) and pick up your game in person and pay $0.00 for shipping.Otherwise--Yes, I will gladly combine orders to reduce your per item shipping costs. (To see other items to add to your order see http://www.boardgamegeek.com/geekstore.php3?action=viewuser&username=RoamDog).Please provide a contact phone number--this is ONLY in case there are shipping issues--I am NOT planning to call you. Also, if you would like tracking information, also provide a direct/external (non-BGG) email address.Finally, if at all possible, please provide a business (rather than a residential) address and let me know that the address you are providing is a business address (this will expedite delivery).Payment Notes:Preferred method of payment for all transactions is for me to receive an Amazon gift certificate from you (see https://www.amazon.com/gp/gc/order-email?ie=UTF8&ref_=gc_lp_4ways_email_white).US buyers:Preferred method of payment for all transactions is for me to receive an Amazon gift certificate from you.USPS money order is a good second choice. Western Union transfer is also acceptable.If you (the receiver) elects to not pay extra for insurance (totally up to the receiver) then the receiver agrees to assume responsibility for lost or damaged packages (I cannot remember ever having a problem, but the risk is there).Non-US buyers:Gift certificate from Amazon (see https://www.amazon.com/gp/gc/order-email?ie=UTF8&ref_=gc_lp_4ways_email_white) and Western Union wire transfer (see www.westernunion.com) are the only acceptable form of payment. Must be in US dollars and you pay any fees.Non-US buyers--Please also note that the shipping charge will be outrageously high. Probably high enough that it does not make sense to purchase this item from me. I have no control over this.Insurance will also be REQUIRED (at receiver's expense) for shipments to non-US addresses. Receivers outside the US must also agree to assume ALL responsibility for taxes, tariffs, customs duties, etc. If these terms are not acceptable, please do not order from me.**Note that the offered price is the discounted price for a cash (cash, money order, Amazon Gift Card, western union) payment.","0"
